article_id,bedroom,bathroom
271914,2,1
271913,3,2
271911,3,NaN
271910,3,2
2719090,3,2
271900,5,5
271899,2,3
271898,5,5
271897,5,5
271896,3,NaN
271895,4,NaN
271873,NaN,NaN
271865,2,2
271864,1,1
271862,1,1
271858,1,1
271852,NaN,NaN
271845,5,5
271832,NaN,NaN
271829,6,3
271825,5,4
271818,NaN,NaN
271815,NaN,NaN
2851420,NaN,NaN
271812,NaN,NaN
271808,4,5
17823,3,NaN
271800,5,5
271784,2,NaN
271783,4,3
2851420,NaN,NaN
271773,2,2
271768,1,1
271767,NaN,NaN
271765,2,2
271757,1,1
2717520,3,2
271751,6,NaN
271749,3,NaN
271748,5,5
271746,3,2
2851420,NaN,NaN
271744,15,NaN
271742,NaN,NaN
271741,NaN,NaN
271739,6,NaN
271738,4,4
271735,4,3
2717340,NaN,NaN
271728,6,NaN
271727,2,2
271726,NaN,4
271721,NaN,NaN
865595487,3,2
271716,2,3
271715,4,4
271713,NaN,NaN
271712,NaN,NaN
271711,4,4
271710,4,NaN
271696,NaN,NaN
271695,NaN,NaN
271687,3,4
271685,2,3
271682,5,4
271679,NaN,NaN
271678,5,6
271677,1,1
271676,1,1
271674,2,3
271672,3,3
271671,6,9
271670,4,4
271663,NaN,NaN
2851420,4,4
271659,4,NaN
10035319,5,3
10035319,5,3
271652,4,NaN
17723,4,NaN
271645,NaN,NaN
271644,NaN,NaN
271643,3,3
271642,4,3
271640,NaN,NaN
271639,NaN,NaN
271638,NaN,NaN
271629,3,3
271619,NaN,NaN
17623,4,3
271611,NaN,NaN
271610,NaN,NaN
271594,4,4
271593,5,3
271592,NaN,NaN
271591,2,2
271589,3,3
271585,2,2
271576,2,2
271574,3,2
271573,2,2
271572,1,1
271570,2,2
2851420,2,2
271566,2,2
271562,3,2
271560,4,5
2715520,NaN,NaN
271541,NaN,NaN
271540,2,2
271535,NaN,NaN
271532,2,2
271530,NaN,NaN
271528,NaN,NaN
271525,NaN,NaN
271524,NaN,NaN
271519,NaN,NaN
271517,3,NaN
2851420,2,3
271514,3,2
271510,3,NaN
271506,4,3
271500,3,2
271497,1,1
17522,2,NaN
271491,NaN,NaN
271489,4,5
271488,NaN,NaN
271476,2,4
271475,NaN,NaN
271470,NaN,NaN
271465,4,3
271449,NaN,NaN
271428,NaN,NaN
271427,2,2
271424,2,NaN
865595487,4,1
271415,2,NaN
271414,4,NaN
271407,2,2
271403,2,NaN
271399,2,1
23180120,NaN,NaN
271383,2,2
271382,2,2
271381,2,2
271380,2,2
271379,2,2
271378,2,2
271375,2,NaN
271374,NaN,NaN
17423,2,2
271365,NaN,NaN
271363,3,3
271359,NaN,NaN
2851420,3,3
634416,4,5
2713420,1,1
271341,3,2
271338,2,2
271337,NaN,NaN
271336,4,5
271332,2,1
271331,3,NaN
271330,NaN,NaN
17223,4,3
271325,2,2
271324,2,2
271323,2,2
271322,2,2
271321,3,4
271320,2,2
2713120,2,2
271308,4,4
271301,3,3
2851420,3,4
271297,NaN,NaN
271296,2,NaN
271293,2,2
271283,4,5
271278,NaN,NaN
271273,NaN,NaN
271271,3,3
271270,NaN,NaN
271261,2,NaN
2851420,NaN,NaN
271253,NaN,NaN
271249,4,5
271248,NaN,NaN
271243,2,NaN
271240,NaN,NaN
271239,NaN,NaN
271235,4,5
271234,4,4
271233,4,NaN
271229,4,4
271228,8,NaN
271224,3,2
271222,1,NaN
271221.0,3,3
16823,3,NaN
16923,2,2
271210,4,3
271208,NaN,NaN
271207,NaN,NaN
271206,NaN,NaN
271205,NaN,2
271204,1,1
2851420,NaN,NaN
2851420,NaN,NaN
271201,NaN,NaN
2712000,NaN,NaN
605321875,6,4
271194,3,NaN
271193,NaN,NaN
271192,NaN,NaN
3851351,NaN,NaN
664739108,5,4
271186,3,2
271184,3,4
271180,7,NaN
271174,3,1
271173,1,1
271172,1,1
271171,1,1
271170,2,2
271169,2,2
271166,3,NaN
,,
271161,NaN,NaN
271158,3,2
17023,2,2
271148,2,2
271146,2,NaN
271135,2,3
271134,NaN,NaN
271132,NaN,NaN
271130,NaN,NaN
271129.0,6,3
2851420,2,3
271125,11,NaN
271124,NaN,NaN
271121,NaN,NaN
9627118,3,NaN
271115,5,NaN
17123,2,2
271105,3,2
271096,3,3
271095,3,3
271094,NaN,NaN
271093,NaN,NaN
271088,2,2
271085,2,2
271081,1,1
2851420,2,2
271079,1,1
271076,2,2
271070,NaN,NaN
271068,NaN,NaN
271065,NaN,NaN
271061,NaN,NaN
271060,4,NaN
271059,NaN,NaN
271055,NaN,NaN
271053,NaN,NaN
271050,NaN,NaN
271046,NaN,NaN
271043,NaN,NaN
271041,NaN,NaN
2710320,NaN,NaN
271030,4,4
2710250,3,3
271024,3,2
271009,3,NaN
271007,3,NaN
271004,NaN,3
271003,4,4
271002,5,5
271001,NaN,NaN
16623,3,3
23178114,5,4
270997,3,2
16723,7,NaN
270994,4,NaN
270993,3,1
270986,3,NaN
270984,2,1
270977,NaN,NaN
270969,NaN,NaN
270968,3,NaN
270961,4,NaN
270959,3,NaN
2709580,4,3
270957,4,5
270954,5,5
270953,3,3
270952,9,5
270951,3,3
270949,2,2
270948,NaN,NaN
270939,2,2
270938,2,2
270937,1,1
270936,1,1
270935,2,2
270934,2,2
270932,NaN,NaN
270931,1,1
270929,NaN,NaN
270922,2,2
270915,1,1
270908,2,2
270892,4,5
270891,2,2
270890,NaN,NaN
270888,4,NaN
270887,3,NaN
270882,2,1
270878,NaN,NaN
270874,NaN,NaN
270873,NaN,NaN
270872,NaN,NaN
2851420,NaN,NaN
270867,NaN,NaN
16423,2,2
16523,NaN,NaN
270857,2,2
270856,3,NaN
270855,5,2
270854,NaN,NaN
270853,2,2
270852,2,2
270851,2,2
2851420,2,2
270849,4,3
270847,NaN,NaN
270839,2,2
270837,2,NaN
270836,2,2
270830,2,2
270829.0,NaN,NaN
270825,4,4
270822,2,2
2708180,NaN,NaN
270817,3,NaN
270814,3,3
2851420,NaN,NaN
270801.0,NaN,NaN
270799,2,NaN
270798,NaN,NaN
270797,NaN,NaN
270796,3,2
270795,NaN,NaN
270794,NaN,NaN
270793,NaN,NaN
270792,NaN,NaN
270791,NaN,NaN
270790,NaN,NaN
270789,NaN,NaN
270788,NaN,NaN
270787,NaN,NaN
270786,NaN,NaN
270785,2,NaN
270784,2,NaN
270779,NaN,NaN
270777,NaN,NaN
270776,NaN,NaN
270775,NaN,NaN
270773,NaN,NaN
270772,NaN,NaN
270770,,
270766,1,2
270763,NaN,NaN
270762,2,1
270760,2,3
270755,3,3
270749,2,2
270748,3,3
270742,2,NaN
270724,NaN,NaN
270718,3,NaN
270716,NaN,NaN
16223,2,2
2707130,NaN,NaN
270709,3,NaN
2707070,8,7
270705,2,1
270704,NaN,NaN
270700,NaN,NaN
270699,4,4
270696,4,3
270695,NaN,NaN
270692,2,2
270691,5,NaN
270690,NaN,NaN
270689,NaN,NaN
270687,3,NaN
270683,2,2
270681,2,2
270680,2,2
270677,2,2
270676,2,2
270675,2,2
270669,NaN,NaN
270663,2,NaN
270649,2,3
270648,NaN,NaN
270643,5,3
270640,2,2
270633,3,3
270632,3,2
270631,NaN,NaN
270630,2,2
270629,NaN,NaN
270620,NaN,NaN
270619,2,2
270617,NaN,NaN
270615,NaN,NaN
270614,NaN,NaN
270613,2,2
270612,1,1
270611,2,2
2851420,1,1
270609,1,1
270604,4,3
270598,NaN,NaN
270596,NaN,NaN
270592,3,2
270586,8,9
270580,2,NaN
270577,NaN,NaN
270575,4,3
270573,4,NaN
2705720,NaN,NaN
270568,NaN,NaN
270566,2,2
2851420,NaN,NaN
270554,NaN,NaN
270552,NaN,NaN
270544,4,5
270543,9,9
270541,2,NaN
23176109,NaN,NaN
270536,NaN,NaN
270535,5,6
270534,2,2
2851420,NaN,NaN
270531,NaN,NaN
16023,3,4
16123,2,2
270517,3,NaN
270515,5,NaN
270513,3,3
2705120,NaN,NaN
2705080,6,6
270506,3,3
270505,NaN,NaN
270504,4,NaN
270503,4,3
270502,2,2
270496,3,3
270495,4,3
270493,2,2
270492,1,1
270490,2,2
2851420,1,1
270488,1,1
270487,2,2
270479,2,2
270476,NaN,NaN
270474,NaN,NaN
270473,NaN,NaN
270472,3,2
270465,2,3
15923,5,NaN
270459,3,2
270457,4,4
2851420,NaN,NaN
270446,NaN,NaN
270445,2,2
270444,2,NaN
270443,NaN,NaN
270441,NaN,NaN
270440,2,NaN
270438,NaN,NaN
270437,5,6
270436,5,6
270433,3,3
270432,NaN,NaN
270430,2,3
270429,4,5
270428,4,3
270426,4,5
270425,2,2
2851420,NaN,5
270423,5,6
270420,13,NaN
15823,5,6
270413,NaN,NaN
270412,2,2
2851420,7,3
270405,3,3
270395,1,1
270394,2,3
270392,NaN,NaN
270391,4,3
270386,2,NaN
270380,NaN,NaN
270371,4,4
2851420,1,1
270360,7,6
270359,NaN,NaN
270357,NaN,NaN
270356,NaN,NaN
270353,3,NaN
270344,2,NaN
270343,2,NaN
270342,2,3
270341,NaN,NaN
270340,NaN,NaN
270339,2,NaN
270338,2,2
270333,3,2
2851420,NaN,NaN
270331,1,1
270330,1,1
270329,2,2
270328,2,2
270327,1,1
270326,2,2
2851420,NaN,NaN
270315,1,1
2851420,6,NaN
2703120,2,2
270306,3,2
2703050,4,2
270304,NaN,NaN
270302,3,3
270301,NaN,NaN
270296,NaN,NaN
270292,NaN,NaN
270291,4,4
2851420,2,1
270288,3,NaN
270285,6,NaN
270284,6,NaN
270283,NaN,NaN
270279,2,NaN
2851420,NaN,NaN
2851420,1,1
2851420,2,2
2851420,2,2
2851420,2,2
2851420,2,2
270263,5,5
270262,NaN,NaN
270247,3,NaN
270240,3,2
2851420,NaN,NaN
270224,6,NaN
270221,3,2
270219,2,2
270218,1,1
270217,1,1
270216,2,2
270214,2,2
2851420,2,2
2851420,1,1
270211,3,2
15723,3,2
270207,NaN,NaN
270204,NaN,NaN
270203,NaN,NaN
270193,NaN,NaN
270192,2,NaN
270190,5,4
270187,2,2
270184,2,NaN
270182,3,2
270177,NaN,NaN
270176,1,1
270175,2,2
270174,NaN,NaN
270144,3,3
2701420,4,3
270139,NaN,NaN
270137,NaN,NaN
270136,NaN,1
270135,2,2
2701330,NaN,NaN
270132,3,NaN
270131,NaN,NaN
270128,9,NaN
270126,2,2
270124,NaN,NaN
270115,2,1
270113,NaN,NaN
270110,3,4
15623,5,6
270104,2,2
270101,NaN,NaN
270097,2,2
270090,2,1
270083,4,3
270082,NaN,NaN
270081,3,NaN
270078,NaN,NaN
270076,4,1
270071,NaN,NaN
270063,1,NaN
270062,NaN,NaN
2851420,2,2
2851420,2,2
270058,2,2
270054,2,2
2851420,2,2
270034,NaN,NaN
155523,4,3
270029,2,2
2851420,4,4
2851420,NaN,NaN
270026,3,3
270025,NaN,NaN
270024,2,NaN
270022,4,2
270019,2,2
270016,2,2
270015,2,2
2851420,3,4
270012,NaN,NaN
15423,4,3
270008,4,4
270007,4,4
2851420,NaN,NaN
2700050,NaN,NaN
2851420,8,NaN
270001,2,3
2851420,NaN,NaN
269993,3,2
269992,NaN,NaN
269989,NaN,NaN
269980,NaN,NaN
269976,4,3
269975,3,3
269974,2,1
269972,2,1
269970,NaN,NaN
269969,2,2
269965,2,2
269963,2,2
269962,3,2
2851420,NaN,NaN
269954,3,NaN
269952,NaN,NaN
269946,NaN,NaN
269945,NaN,NaN
269940,5,NaN
269938,NaN,NaN
269937,NaN,NaN
269935,3,4
15223,4,NaN
269917,NaN,NaN
269910,NaN,NaN
269907,NaN,NaN
269906,NaN,NaN
269902,4,NaN
269900,NaN,NaN
269899,NaN,NaN
15023,2,2
269897,NaN,NaN
269894,NaN,NaN
15123,2,NaN
269891,NaN,NaN
269883,3,3
269882,3,4
269881,NaN,NaN
269880,2,2
269879,2,NaN
269874,"[1, 2, 2, 'NaN', 3]","[1, 1, 2, 'NaN', 2]"
269869,3,2
269868,2,NaN
269845,NaN,NaN
269844,2,2
269838,2,NaN
269837,3,3
269833,NaN,NaN
269832,2,2
269827,NaN,NaN
269826,2,NaN
269824,4,6
269823,1,1
269821,NaN,NaN
269817,NaN,NaN
269816,1,1
269814,NaN,6
269810,5,NaN
269799,2,2
269797,2,NaN
269796,4,NaN
269795,2,NaN
269794,4,NaN
269793,1,1
2851420,2,1
269789,3,3
,,
269787,NaN,NaN
269786,NaN,NaN
269784,2,2
269783,2,2
2851420,2,2
269781,2,2
2851420,2,2
269779,1,1
269765,NaN,NaN
269763,8,NaN
269756,3,2
269755,3,2
269749,5,4
269741,4,NaN
269740,3,2
269739,NaN,NaN
269737,NaN,NaN
269735,4,NaN
269733,NaN,NaN
269732,1,1
269727,2,2
269726,2,2
2697220,2,NaN
269721,2,2
269717,1,1
269716,2,2
269715,2,2
269713,2,2
269711,1,1
269705,3,2
269704,5,NaN
269698,5,5
14823,3,4
14923,2,2
269693,4,NaN
269692,2,2
269689,NaN,NaN
269685,NaN,NaN
269682,NaN,NaN
269681,NaN,NaN
269678,NaN,NaN
269675,2,NaN
269674,NaN,NaN
269669,NaN,NaN
269660,NaN,NaN
269657,3,2
269656,3,2
269655,2,2
269654,2,1
269650,2,NaN
269646,1,1
269645,2,4
269643,4,3
269636,NaN,NaN
269634,NaN,NaN
269631,2,1
269627,NaN,NaN
269622,3,4
269618,NaN,NaN
269617,NaN,NaN
269610,NaN,NaN
269606,5,3
269598,3,2
269593,4,3
269592,NaN,NaN
2851420,2,1
2851420,NaN,NaN
14623,4,5
14723,2,NaN
269580,11,12
269578,3,2
269577,6,8
2851420,7,3
2851420,7,3
269573,3,3
269572,6,6
269571,NaN,NaN
269563,NaN,NaN
269562,NaN,NaN
269559,2,2
2851420,2,2
2851420,"[1, 2, 3]","[1, 2]"
269553,3,3
269552,2,2
269551,2,2
2851420,1,1
269547,2,2
269545,2,2
269544,NaN,NaN
269542,4,4
269534,NaN,NaN
269533,3,3
269532,4,4
14523,5,NaN
269517,NaN,NaN
269515,3,2
269513,NaN,NaN
269512,3,4
269511,3,4
269510,NaN,2
269509,4,5
2851420,2,2
269496,2,2
2851420,2,2
2851420,2,2
269491,2,2
269489,NaN,NaN
269485,NaN,NaN
269478,2,2
269469,2,2
269468,2,2
269466,2,NaN
269463,2,2
269460,2,2
269457,3,2
2851420,NaN,NaN
269446,1,1
269433,2,NaN
269432,2,1
269424,2,2
269412,NaN,NaN
269411,NaN,NaN
269410,6,6
269407,2,NaN
269405,3,4
269403,1,1
269398,2,2
269396,NaN,NaN
269395,1,2
269376,NaN,NaN
269374,NaN,NaN
269365,2,NaN
269337,4,6
269329,2,2
269328,2,2
908331636,5,6
269319,NaN,NaN
269318,4,5
269317,4,NaN
269312,2,2
269311,NaN,NaN
269310,NaN,NaN
269308,2,2
269303,15,NaN
269299,NaN,NaN
269298,2,2
269296,1,1
269293,2,2
269292,2,2
269290,2,2
269281,38,NaN
269280,4,5
269278,4,3
269277,NaN,NaN
269271,NaN,NaN
269270,NaN,NaN
269268,2,NaN
269267,3,3
269266,8,4
269258,8,4
269256,2,2
269254,4,3
269252,2,1
269251,2,2
269247,2,2
269245,2,2
269238,2,3
269229,2,2
14223,NaN,NaN
269220,5,6
269218,2,2
269217,NaN,NaN
269213,NaN,NaN
269212,2,2
269210,4,3
269209,NaN,NaN
269202,NaN,NaN
269195,5,NaN
269193,1,1
269192,NaN,NaN
269181,2,NaN
269174,2,2
269168,2,2
269164,2,2
269163,2,2
269158,2,NaN
269154,3,4
269151,8,2
269149,2,2
269148,3,2
269143,2,3
269141,NaN,NaN
269140,NaN,NaN
269139,2,2
269138,NaN,NaN
269137,2,2
14123,NaN,NaN
269135,NaN,NaN
269126,3,4
14023,5,NaN
269122,4,5
269114,2,3
269112,3,1
269107,3,NaN
269098,7,NaN
269088,2,2
269087,2,1
269083,4,4
269082,2,NaN
269081,NaN,NaN
269080,2,2
13923,4,5
269076,4,5
269075,4,3
269074,4,3
269073,2,1
269067,NaN,NaN
269066,2,2
269065,3,2
269064,NaN,NaN
269062,3,NaN
269059,1,1
269058,2,2
269055,NaN,NaN
269051,4,4
269047,NaN,NaN
2851420,NaN,NaN
269023,NaN,NaN
269016,NaN,NaN
269015,NaN,NaN
269010,NaN,NaN
269009,3,3
269008,NaN,NaN
269007,NaN,NaN
269006,NaN,NaN
269005,2,2
269004,2,2
269003,2,2
269002,1,1
2851420,2,2
268997,4,4
268996,NaN,NaN
268995,NaN,NaN
268994,NaN,NaN
268993,4,4
268992,2,2
268991,14,NaN
268989,NaN,NaN
268987,8,NaN
268986,NaN,2
268981,4,4
268979,4,3
268971,NaN,NaN
268970,NaN,NaN
268963,4,NaN
2851420,2,NaN
268959,NaN,NaN
268957,4,5
268952,NaN,NaN
268951,NaN,NaN
268950,2,2
268946,2,NaN
268945,3,3
268944,3,3
268943,2,2
268940,3,NaN
268938,2,3
268937,3,NaN
268936,3,NaN
268921,4,4
268919,NaN,NaN
268918,4,5
268917,4,5
268916,4,5
268915,4,4
268912,NaN,NaN
268910,3,NaN
268908,NaN,NaN
268907,NaN,NaN
13723,3,4
268901,NaN,NaN
268899,2,2
2851420,2,2
2851420,NaN,NaN
2851420,2,2
2851420,2,2
2851420,2,2
268892,NaN,NaN
13823,3,NaN
2851420,NaN,NaN
268877,2,2
268876,2,2
2851420,2,2
268874,2,2
268873,1,1
2851420,2,2
268869,NaN,NaN
268868,3,4
268863,2,2
268862,2,2
268858,NaN,NaN
2688510,3,3
268850,2,1
268836,4,3
268835,4,3
268828,2,2
268827,2,2
268824,2,2
2688220,NaN,NaN
268814,1,NaN
268813,3,NaN
268788,2,3
268781,NaN,NaN
268778,25,NaN
268777,25,NaN
268775,NaN,NaN
268774,NaN,NaN
268770,1,1
268768,1,1
268765,NaN,NaN
268764,19,NaN
268762,2,2
268761,6,6
268760,2,2
268759,2,2
268758,2,2
268757,2,2
268756,NaN,NaN
268752,NaN,NaN
268751,4,4
268749,NaN,NaN
268748,4,5
268741,2,NaN
268740,4,NaN
268738,NaN,NaN
268736,3,4
268735,NaN,NaN
268730,3,NaN
268729,NaN,NaN
268726,2,2
268717,4,4
268716,NaN,NaN
268715,3,3
268714,NaN,NaN
268711,2,1
268709,NaN,NaN
268708,2,2
268705,3,2
2687020,2,2
268700,NaN,NaN
268698,NaN,NaN
268697,NaN,NaN
268696,NaN,NaN
268695,NaN,NaN
268694,2,2
268693,2,2
268692,2,2
268691,2,2
268690,2,2
268689,2,2
268688,2,2
268686,NaN,NaN
268684,2,2
268681,2,NaN
268680,2,NaN
268679,NaN,NaN
13523,4,NaN
13623,4,5
268666,NaN,NaN
268664,NaN,NaN
268663.0,NaN,NaN
268660,NaN,NaN
268659,NaN,NaN
268658,NaN,NaN
268656,3,4
268654,4,4
268648,4,NaN
268647,2,3
268646,2,NaN
2851420,2,2
13323,4,5
13423,5,NaN
268629,2,2
268627,2,2
2851420,2,2
2851420,2,2
268624,2,2
2851420,1,1
268621,3,3
268619,2,2
268618,NaN,NaN
268617,NaN,NaN
268616,3,2
268613,NaN,NaN
268612,4,4
268609,2,3
268608,3,3
268605,NaN,NaN
268603,2,2
268601,NaN,NaN
268600,NaN,NaN
268599,NaN,NaN
268598,2,NaN
268597,NaN,NaN
268596,2,2
268588,1,2
268583,4,3
268579,1,2
268575,1,1
268574,3,3
268573,2,2
268572,NaN,NaN
268571,3,2
268570,2,NaN
268569,2,1
268567,3,2
268566,2,NaN
268564,5,6
268563,6,4
268562,3,1
268550,3,2
268549,2,NaN
268544,2,2
268543,2,2
268541,NaN,NaN
2685350,1,1
268527,NaN,NaN
268526,NaN,NaN
268522,NaN,NaN
268516,NaN,NaN
268515,NaN,NaN
268510,3,NaN
268508,NaN,NaN
268506,3,2
268488,2,2
2851420,2,2
13223,4,NaN
268476,2,1
268474,NaN,NaN
268469,2,2
268468,2,2
268466,2,NaN
268464,2,2
988546953,2,2
268462,3,NaN
268460,2,2
2851420,NaN,NaN
268456,2,2
268442,2,2
268441,2,NaN
268440,4,5
268437,2,2
268436,NaN,NaN
268432,4,3
268423,3,3
268413,3,3
268408,2,2
268407,4,5
268406,3,2
268403,NaN,NaN
268399,2,2
268398,2,2
268397,3,2
13023,4,5
268387,2,2
268385,NaN,NaN
268384,NaN,NaN
268378,4,5
13123,2,NaN
268368,6,5
268367,NaN,NaN
268366,NaN,NaN
268360,3,4
,,
268356,2,2
2851420,NaN,NaN
268353,NaN,NaN
2683510,NaN,NaN
268350,2,NaN
268349,NaN,NaN
268344,2,2
268339,3,4
268334,3,3
2683330,2,NaN
268332,7,NaN
268331,2,1
268328,NaN,NaN
268327,2,2
268325,3,2
2851420,NaN,NaN
268321,3,4
268317,2,2
268315,2,2
268313,1,2
268309,NaN,NaN
12923,3,2
268306,NaN,NaN
268305,NaN,NaN
268302,2,2
268300,2,2
268299,2,1
268298,2,2
268296,8,8
268295,2,2
268285,2,4
268277,5,5
268275,2,2
268274,2,3
2851420,3,3
268267,2,2
268258,4,6
2851420,16,NaN
268254,3,2
268249,3,2
268244,4,3
2851420,2,NaN
2851420,NaN,NaN
2851420,NaN,NaN
268225,NaN,NaN
268222,NaN,NaN
268221,NaN,NaN
12723,4,6
268219,NaN,NaN
268217,NaN,NaN
268208,2,1
268203,2,3
2851420,4,4
268200,NaN,NaN
268193,2,2
268191,2,1
268190,4,5
268187,7,5
268186,NaN,NaN
268185,2,2
268184,7,6
268174,3,2
268173,NaN,NaN
268157,4,3
268155,4,4
268153,2,NaN
268152,NaN,NaN
268150,2,2
268149,2,2
268147,2,2
12523,2,2
12523,2,2
268142,NaN,NaN
268141,2,1
268139,NaN,NaN
268137,NaN,NaN
268136,NaN,NaN
268135,NaN,NaN
268132,4,3
2851420,3,NaN
12623,4,3
268116,5,5
268115,7,5
268113,3,2
268110,2,2
268108,5,NaN
268102,NaN,NaN
268101,NaN,NaN
268095,3,2
268093,3,2
268092,2,2
268091,4,NaN
268089,3,3
268086,3,NaN
268085,2,2
268084,NaN,NaN
268078,2,1
268076,6,NaN
268075,2,2
268074,NaN,NaN
268072,NaN,NaN
268067,2,3
268066,2,2
12323,2,2
12423,4,NaN
268062,3,NaN
268061,3,3
268060,3,3
268059,3,3
2851420,NaN,NaN
268055,NaN,NaN
268050,2,2
268049,1,1
268047,3,3
268046,3,3
2680440,2,2
268043,2,2
268039,3,3
268035,2,2
268025,2,3
268024,5,5
268023,2,2
268021,NaN,NaN
268019,2,2
268009,NaN,NaN
2851420,NaN,NaN
268006,NaN,NaN
267999,2,5
267996,3,3
267993,2,2
267986,NaN,NaN
267985,7,7
267984,7,7
267983,2,3
2851420,NaN,NaN
267979,5,NaN
2851420,4,5
267973,2,2
267967,NaN,NaN
267965,4,3
267964,3,3
267961,NaN,NaN
267960,3,2
267957,2,2
267955,NaN,NaN
267954,NaN,NaN
267952,NaN,2
267950,2,2
267949,4,4
267940,4,4
267939,8,NaN
267938,8,NaN
267937,3,NaN
267936,NaN,NaN
267927,NaN,NaN
267926,3,2
2851420,NaN,NaN
267924,3,2
267923,2,2
267922,1,2
267921,2,2
267918,4,NaN
267915,2,2
267912,NaN,NaN
267911,2,2
267909,4,4
267908,NaN,NaN
267907,NaN,NaN
267897,4,4
267895,NaN,NaN
267894,3,2
2851420,NaN,NaN
267889,2,3
267887,2,2
267886,4,NaN
267885,NaN,NaN
2678840,NaN,NaN
267883,1,2
267881,5,3
267877,2,2
267876,2,2
267875,5,5
267871,2,2
267867,3,2
267865,2,2
267864,5,4
267863,NaN,NaN
267861,7,6
267859,NaN,NaN
267858,NaN,NaN
267857,4,3
267855,3,2
267854,3,3
267852,4,3
267849,3,3
267842,4,4
267838,4,NaN
267837,NaN,NaN
267832,3,3
267831,2,3
12123,4,4
267823,NaN,NaN
267822,10,NaN
267820,3,3
267819,3,2
267817,NaN,NaN
267816,3,3
267813,NaN,NaN
267812,3,3
12223,2,2
267808,4,3
267807,7,6
267805,4,3
267804,4,3
2678020,NaN,NaN
267801,4,3
267800,4,5
267797,2,5
267792,1,NaN
267785,2,2
267782,3,2
267781,2,2
267778,NaN,NaN
267776,3,3
267772,1,1
267771,NaN,NaN
267768,4,3
267764,NaN,NaN
267761,2,NaN
267760,2,2
267755,4,NaN
267754,3,4
267753,2,3
267751,2,2
267745,2,1
267744,2,1
267743,NaN,2
267739,NaN,NaN
267738,5,6
267735,3,4
267734,NaN,NaN
267731,7,NaN
267730,2,NaN
267729,3,4
267727,2,4
267726,3,2
267725,2,NaN
11923,4,5
267722,2,1
267719,2,NaN
267718,3,3
267717,2,2
267715,5,4
267714,NaN,NaN
267713,2,1
267711,2,2
267710,4,1
267707,3,2
267706,2,4
2677020,NaN,NaN
267701,2,2
267700,2,2
267699,2,2
267697,3,2
267695,NaN,NaN
267693,3,3
267689,NaN,NaN
267687,4,3
267685,4,4
267682,3,5
267681,1,2
267680,4,4
267679,4,2
267678,3,2
267677,3,3
267674,2,2
267673,4,3
267671,3,3
267670,4,3
,,
267663,3,NaN
267654,3,NaN
267653,2,1
267652,2,1
267651,3,3
267650,NaN,NaN
267648,3,3
267647,NaN,NaN
267646,1,1
267640,2,2
11723,4,3
267635,3,4
267634,2,2
267632,2,2
267630,2,2
267629,3,2
2851420,NaN,NaN
267623,3,NaN
267622,3,NaN
267621,2,3
267619,3,2
267617,2,NaN
267616,NaN,NaN
267613,3,3
267610,1,1
267604,2,1
267600,5,NaN
267599,4,5
267597,3,NaN
11823,2,NaN
267594,NaN,NaN
267593,10,NaN
2675920,NaN,NaN
267591,NaN,NaN
267590,3,2
267589,3,NaN
267588,NaN,NaN
,,
267584,NaN,NaN
267582,2,3
267581,NaN,NaN
267580,2,NaN
267566,NaN,NaN
267557,3,2
267555,NaN,NaN
267554,NaN,NaN
267553,NaN,NaN
267552,6,NaN
267551,NaN,NaN
267549,NaN,NaN
267548,3,NaN
267546,3,3
267541,1,1
11523,3,3
267535,NaN,NaN
267532,1,NaN
267530,2,2
267528,5,3
11623,5,NaN
267520,4,3
267517,NaN,NaN
267516,2,2
267515,NaN,NaN
267514,2,2
267513,2,NaN
267510,3,3
267508,4,NaN
267507,3,NaN
267506,3,NaN
267504,4,2
267500,3,2
267499,3,2
267498,2,2
267497,NaN,NaN
267493,NaN,NaN
267490,3,2
267487,4,4
267486,3,2
267484,3,NaN
267481,NaN,NaN
267480,3,2
267479,NaN,NaN
267476,NaN,NaN
267473,3,4
267470,2,2
267469,2,NaN
267466,3,NaN
267457,3,2
267456,3,3
267452,3,3
267451,3,3
267447,4,5
267446,NaN,NaN
267444,3,NaN
267443,NaN,2
267442,2,2
267441,4,3
267440,3,2
267438,NaN,NaN
267437,NaN,NaN
267436,4,3
267431,2,2
267421,NaN,NaN
267415,30,28
267414,3,4
267411,2,2
11223,2,2
267406,2,2
267404,4,5
267403,3,3
267401,3,2
267398,NaN,NaN
267396,2,2
267395,3,2
267392,4,3
2851420,NaN,NaN
267387,NaN,NaN
267383,4,3
267380,NaN,NaN
11323,2,2
267372,NaN,NaN
267369,NaN,NaN
267368,NaN,NaN
267367,NaN,NaN
267365,3,2
267364,NaN,NaN
267363,3,NaN
11423,6,3
267358,3,NaN
267356,2,2
267355,3,4
267352,4,NaN
267349,4,6
267348,5,NaN
267347,2,NaN
267345,NaN,NaN
267343,6,3
267339,4,5
267338,NaN,NaN
267337,NaN,NaN
2673360,3,NaN
267335,3,2
267332,3,NaN
267331,2,NaN
267330,8,8
267329,2,2
267328,NaN,NaN
267327,3,3
267326,NaN,NaN
267324,NaN,NaN
267323,4,NaN
267322,4,NaN
267321,NaN,NaN
267318,2,1
267317,2,1
267316,NaN,NaN
267315,NaN,NaN
267307,2,2
267306,2,2
267303,3,3
267300,NaN,NaN
267299,3,2
267298,2,2
267296,NaN,NaN
267295,NaN,NaN
267292,4,4
